CXOUJ010043p1-721134,301d55m47.25706725s,-44d55m12.67325869s,100.0,1000.0,1.500000000002998,-6.191822467371821e-05,2.1049426132855135e-07,6.656413001929228e-10
4U0142+61,129d22m57.45974081s,-0d25m55.01042391s,100.0,1000.0,1.4999999999918963,-0.00024141371250152588,2.1665588704322914e-07,6.851260715407673e-10
SGR0418+5729,147d58m42.2755763s,5d07m08.16893498s,100.0,1000.0,1.500000000002998,1.9902428966015577,6.924055183025328e-07,2.189578502305407e-09
1E1048p1-5937,288d15m25.01649391s,-0d31m14.6241806s,100.0,1000.0,1.5139338825944462,52.56139414384961,4.695942902977397e-06,1.4939625614526757e-08
CXOUJ164710p2-455216,339d32m44.37464598s,-0d25m43.00829047s,100.0,1000.0,1.500000000002998,-3.538280725479126e-05,7.88431557266568e-07,2.4932395001158345e-09
1RXSJ170849p0-400910,346d28m36.61733498s,0d02m17.09188835s,100.0,1000.0,1.500000000002998,17.98026328533888,4.518736830029123e-06,1.4289500529781178e-08
SGRJ1745-2900,359d56m37.78570181s,-0d02m58.81013907s,100.0,1000.0,1.500000000002998,-0.02759545954177156,1.47985314733955e-09,4.679706548161724e-12
SGR1806-20,9d59m42.31372657s,-0d14m17.61950307s,100.0,1000.0,1.500000000002998,19.570405706763268,5.40960139044579e-06,1.7106661627422517e-08
XTEJ1810-197,10d43m35.39641711s,-0d09m19.81888865s,100.0,1000.0,1.500000000002998,1.0529895722866058,2.3391340518834805e-06,7.39699135641027e-09
SwiftJ1818p0-1607,14d49m14.54258735s,-0d08m42.29035432s,100.0,1000.0,1.821246326327074,32.12880049645901,7.454201524327165e-06,2.7054147622967546e-08
SwiftJ1822p3-1606,15d21m14.55563506s,-1d00m53.20441412s,100.0,1000.0,1.500000000002998,-5.3223222494125366e-05,6.253937704413793e-07,1.977668749075246e-09
SGR1833-0832,23d20m12.70846083s,0d01m26.81306908s,100.0,1000.0,1.500000000002998,34.87921055033803,7.48489435888745e-06,2.3669314219830116e-08
3XMMJ185246p6+003317,33d34m51.70572461s,-0d02m19.67345212s,100.0,1000.0,1.4836703946764407,-5.3416937589645386e-05,1.2266920182453392e-06,3.851844206671191e-09
SGR1900+14,43d01m09.09178535s,0d45m51.54788214s,100.0,1000.0,1.500000000002998,2.6175619065761566,2.1159655216599085e-06,6.691270498831661e-09
SGR0755-2933,246d13m05.72283127s,-0d37m04.18068536s,100.0,1000.0,1.500000000002998,-6.959401071071625e-05,3.709795251511307e-07,1.1731402647652933e-09
SGR1801-23,6d54m40.52328712s,0d03m48.75277248s,100.0,1000.0,1.471318901731075,42.80732004344463,7.760564476372734e-06,2.4238571602329786e-08
SGR1808-20,9d44m06.89191802s,-0d15m52.63519752s,100.0,1000.0,1.4018819010065109,72.64484506100416,8.671368020470398e-06,2.6282961972827033e-08
AXJ1818p8-1559,15d02m06.08962846s,-0d14m53.05160492s,100.0,1000.0,1.655997248864713,27.816158715635538,6.615804708617087e-06,2.2378084981088925e-08
SGR2013+34,72d19m01.53711442s,-0d05m46.15237115s,100.0,1000.0,1.500000000002998,-9.896047413349152e-05,4.395622572888649e-07,1.3900179064777625e-09
SGR0501+4516,161d32m39.83692551s,1d57m08.45038247s,100.0,1000.0,1.4999999999918963,7.140946481376886,1.1372794813086509e-06,3.596393497110228e-09
SGR0526-66,276d05m26.8517387s,-33d14m49.46673811s,100.0,1000.0,1.500000000002998,2.4906756947748363,4.4950641882506783e-07,1.4214641063528026e-09
1E1547p0-5408,327d14m12.86310719s,-0d08m09.19319555s,100.0,1000.0,1.497881919530242,93.61720880120993,8.784133622796536e-06,2.7752437493737778e-08
PSRJ1622-4950,333d50m58.02535505s,-0d06m16.62431975s,100.0,1000.0,1.500000000002998,-6.452202796936035e-06,1.3446453658130205e-06,4.252142001159453e-09
SGR1627-41,336d58m40.05476129s,-0d06m49.01172298s,100.0,1000.0,1.500000000002998,1.3320916965603828,2.6383555899539693e-06,8.343212941691803e-09
CXOUJ171405p7-381031,348d40m31.06420283s,0d22m15.2989163s,100.0,1000.0,1.500000000002998,24.114976163953543,5.184523372996405e-06,1.6394902441047343e-08
1E1841-045,27d23m00.30384898s,-0d00m27.56111436s,100.0,1000.0,1.500000000002998,-1.601874828338623e-05,1.155473994934797e-06,3.6539296010878206e-09
SwiftJ1834p9-0846,23d14m49.55928227s,-0d20m43.9326969s,100.0,1000.0,1.500000000002998,-3.750249743461609e-05,1.3176869835519678e-06,4.166892111181044e-09
SGR1935+2154,57d14m56.2939123s,0d49m19.08031693s,100.0,1000.0,1.500000000002998,2.2446056194603443,1.534124247085085e-06,4.851326834479799e-09
1E2259+586,109d05m08.22947675s,-0d59m37.9756272s,100.0,1000.0,1.3438078476063315,73.8359630741179,2.715445534873304e-06,8.02720706791849e-09
AXJ1845p0-0258,29d33m49.47942636s,0d06m12.74729126s,100.0,1000.0,1.4170566984082196,57.009435936808586,8.108670423941608e-06,2.473891419546093e-08
PSRJ1846-0258,29d42m20.68236892s,-0d14m20.05990181s,100.0,1000.0,1.8624667975199825,-0.0031053461134433746,1.3972086649511128e-06,5.1596375109077435e-09
CXOUJ010043p1-721134,301d55m47.25706725s,-44d55m12.67325869s,1000.0,10000.0,3.5000000000108713,-3.860071592498571e-05,1.241099046907125e-07,7.666830833933802e-11
4U0142+61,129d22m57.45974081s,-0d25m55.01042391s,1000.0,10000.0,3.4999999999997695,-0.00015407789032906294,1.0468342451379244e-07,6.466769182235829e-11
SGR0418+5729,147d58m42.2755763s,5d07m08.16893498s,1000.0,10000.0,3.4999999999997695,-4.071317380294204e-05,1.792597191594221e-07,1.107368461492839e-10
1E1048p1-5937,288d15m25.01649391s,-0d31m14.6241806s,1000.0,10000.0,3.4999999999997695,12.607486278750002,1.4907831099069955e-06,9.209242358396545e-10
CXOUJ164710p2-455216,339d32m44.37464598s,-0d25m43.00829047s,1000.0,10000.0,2.4775295461279225,48.31546239648014,4.682606500110045e-06,2.1936537690390893e-09
1RXSJ170849p0-400910,346d28m36.61733498s,0d02m17.09188835s,1000.0,10000.0,2.886056897149981,52.642891698516905,4.314857979545236e-06,2.299987399711555e-09
SGRJ1745-2900,359d56m37.78570181s,-0d02m58.81013907s,1000.0,10000.0,3.5000000000108713,-0.004535898755420931,4.250537985003367e-09,2.625749795348069e-12
SGR1806-20,9d59m42.31372657s,-0d14m17.61950307s,1000.0,10000.0,3.9291603236759953,31.163357612211257,3.3386700662558086e-06,2.222925660836615e-09
XTEJ1810-197,10d43m35.39641711s,-0d09m19.81888865s,1000.0,10000.0,3.5000000000108713,6.721149880439043,2.1814223346773726e-06,1.3475633599924837e-09
SwiftJ1818p0-1607,14d49m14.54258735s,-0d08m42.29035432s,1000.0,10000.0,3.5765285296124563,47.075210659299046,4.072634401636838e-06,2.553528842724633e-09
Swift_J1822.3-1606,15d21m14.55563506s,-1d00m53.20441412s,1000.0,10000.0,2.0000000000046345,-0.000227274838835001,2.4646670704111813e-07,9.633956046755318e-11
SGR1833-0832,23d20m12.70846083s,0d01m26.81306908s,1000.0,10000.0,3.5000000000108713,-0.00018167169764637947,9.112350610724845e-07,5.629111617321932e-10
3XMMJ185246p6+003317,33d34m51.70572461s,-0d02m19.67345212s,1000.0,10000.0,3.4999999999997695,5.97949798963964,1.9488986163884075e-06,1.203922929565807e-09
SGR1900+14,43d01m09.09178535s,0d45m51.54788214s,1000.0,10000.0,3.4999999999997695,-4.936801269650459e-05,3.645355728873448e-07,2.251901310570873e-10
SGR0755-2933,246d13m05.72283127s,-0d37m04.18068536s,1000.0,10000.0,3.4999999999997695,0.6333216018392704,3.2718291225927517e-07,2.021157011035385e-10
SGR1801-23,6d54m40.52328712s,0d03m48.75277248s,1000.0,10000.0,2.8903255045641467,49.69420774281025,4.9641053179560725e-06,2.649275962478805e-09
SGR1808-20,9d44m06.89191802s,-0d15m52.63519752s,1000.0,10000.0,3.4999999999997695,2.3346789656206965,1.5437991743357663e-06,9.536746596248675e-10
AXJ1818p8-1559,15d02m06.08962846s,-0d14m53.05160492s,1000.0,10000.0,3.5000000000108713,0.4873944791033864,1.1280969533081907e-06,6.96876572973248e-10
SGR2013+34,72d19m01.53711442s,-0d05m46.15237115s,1000.0,10000.0,3.4999999999997695,-0.00022142217494547367,8.361781197160213e-08,5.165450901663065e-11
SGR0501+4516,161d32m39.83692551s,1d57m08.45038247s,1000.0,10000.0,3.4999999999997695,-0.00030432676430791616,1.6569536017421068e-07,1.0235752735361418e-10
SGR0526-66,276d05m26.8517387s,-33d14m49.46673811s,1000.0,10000.0,3.5000000000108713,21.260014300438343,5.438817727666955e-07,3.3598040026327746e-10
1E1547p0-5408,327d14m12.86310719s,-0d08m09.19319555s,1000.0,10000.0,3.4999999999997695,-0.00013227295130491257,6.659533758364927e-07,4.1138955738861404e-10
PSRJ1622-4950,333d50m58.02535505s,-0d06m16.62431975s,1000.0,10000.0,3.5000000000108713,4.064751799218357,2.1983065654216396e-06,1.357993513911302e-09
SGR1627-41,336d58m40.05476129s,-0d06m49.01172298s,1000.0,10000.0,3.4999999999997695,22.521067839115858,4.111231802098927e-06,2.539694057805527e-09
CXOUJ171405p7-381031,348d40m31.06420283s,0d22m15.2989163s,1000.0,10000.0,3.4999999999997695,2.3073282204568386,1.4703981066176597e-06,9.083314961902285e-10
1E1841-045,27d23m00.30384898s,-0d00m27.56111436s,1000.0,10000.0,3.4999999999997695,-2.233032137155533e-05,6.596501775402499e-07,4.0749578636603e-10
SwiftJ1834p9-0846,23d14m49.55928227s,-0d20m43.9326969s,1000.0,10000.0,3.4999999999997695,-2.5584828108549118e-05,8.870331143846856e-07,5.479605232984889e-10
SGR1935+2154,57d14m56.2939123s,0d49m19.08031693s,1000.0,10000.0,3.4999999999997695,-3.243330866098404e-06,3.917188276221215e-07,2.4198245847741937e-10
1E2259+586,109d05m08.22947675s,-0d59m37.9756272s,1000.0,10000.0,3.5000000000108713,-2.698739990592003e-05,2.428912585451469e-07,1.500449295281969e-10
AXJ1845p0-0258,29d33m49.47942636s,0d06m12.74729126s,1000.0,10000.0,3.4999999999997695,17.958385246340185,2.928997687180027e-06,1.8093745085498469e-09
PSRJ1846-0258,29d42m20.68236892s,-0d14m20.05990181s,1000.0,10000.0,3.9443873616583045,36.37008088454604,3.5302740945253325e-06,2.355930930647994e-09
CXOUJ010043p1-721134,301d55m47.25706725s,-44d55m12.67325869s,100.0,10000.0,2.4999999999954188,0.09285889065358788,3.5350128972739706e-07,1.3084264044928454e-09
4U0142+61,129d22m57.45974081s,-0d25m55.01042391s,100.0,10000.0,2.4999999999954188,-0.0009632455185055733,1.654870798604234e-07,6.125229841700711e-10
SGR0418+5729,147d58m42.2755763s,5d07m08.16893498s,100.0,10000.0,2.50000000000652,-0.0004318598657846451,2.771299002015549e-07,1.0257503704662702e-09
